transaction_id,complaint_id,timestamp,sender_entity_id,receiver_entity_id,amount,channel,behaviour_label
TX-0000152,CMP-001592,2026-01-10T05:39:33+00:00,ENT-007834,ENT-007547,25799.0,UPI,NORMAL
TX-0000153,CMP-006099,2026-02-14T16:12:48+00:00,ENT-010252,ENT-002931,1773.21,IMPS,NORMAL
TX-0000154,CMP-004024,2026-06-12T12:35:34+00:00,ENT-000257,ENT-010871,6270.14,NEFT,NORMAL
TX-0000155,CMP-007544,2026-06-15T12:00:53+00:00,ENT-002407,ENT-007970,1819.0,AEPS,NORMAL
TX-0000156,CMP-009845,2026-01-13T18:11:49+00:00,ENT-011010,ENT-004597,54592.75,UPI,NORMAL
TX-0000157,CMP-007446,2026-05-27T15:31:15+00:00,ENT-011765,ENT-001542,6759.2,CASH,SUSPICIOUS
TX-0000158,CMP-009697,2026-04-21T05:34:32+00:00,ENT-009531,ENT-008150,2283.18,UPI,SUSPICIOUS
TX-0000159,CMP-006787,2026-06-02T11:40:00+00:00,ENT-001550,ENT-001762,3838.4,UPI,SUSPICIOUS
TX-0000160,CMP-000172,2026-05-19T18:53:52+00:00,ENT-010030,ENT-006688,27972.54,IMPS,NORMAL
TX-0000161,CMP-009954,2026-04-22T16:14:55+00:00,ENT-002065,ENT-010600,55308.7,UPI,NORMAL
TX-0000162,CMP-002949,2026-04-21T12:58:34+00:00,ENT-009216,ENT-002837,1856.46,IMPS,NORMAL
TX-0000163,CMP-001417,2026-03-24T00:23:44+00:00,ENT-001421,ENT-006295,2336.27,NEFT,SUSPICIOUS
TX-0000164,CMP-000644,2026-06-13T17:35:26+00:00,ENT-008348,ENT-008871,4255.61,CARD,SUSPICIOUS
TX-0000165,CMP-002505,2026-05-25T08:37:06+00:00,ENT-008493,ENT-010265,6736.37,CASH,NORMAL
TX-0000166,CMP-002949,2026-04-22T14:58:34+00:00,ENT-011384,ENT-006595,7689.96,IMPS,NORMAL
TX-0000167,CMP-009814,2026-06-06T22:26:48+00:00,ENT-008188,ENT-009748,1140.24,IMPS,NORMAL
TX-0000168,CMP-003719,2026-02-02T16:03:04+00:00,ENT-000682,ENT-005638,33455.56,CARD,SUSPICIOUS
TX-0000169,CMP-007350,2026-05-11T10:33:02+00:00,ENT-000367,ENT-002881,12660.75,UPI,NORMAL
TX-0000170,CMP-005941,2026-04-04T00:55:10+00:00,ENT-000852,ENT-006478,60664.26,CASH,SUSPICIOUS
TX-0000171,CMP-004663,2026-05-17T04:28:42+00:00,ENT-007349,ENT-000444,17165.88,IMPS,SUSPICIOUS
TX-0000172,CMP-006372,2026-02-21T10:14:37+00:00,ENT-009763,ENT-002301,1265.8,UPI,SUSPICIOUS
TX-0000173,CMP-002744,2026-02-10T07:11:56+00:00,ENT-005283,ENT-000073,10468.11,UPI,SUSPICIOUS
TX-0000174,CMP-004759,2026-04-01T18:48:00+00:00,ENT-004875,ENT-009105,20741.63,CARD,NORMAL
TX-0000175,CMP-007937,2026-04-01T12:57:53+00:00,ENT-000477,ENT-007708,7185.77,NEFT,NORMAL
TX-0000176,CMP-009055,2026-04-17T22:31:20+00:00,ENT-008249,ENT-010743,4912.67,IMPS,NORMAL
TX-0000177,CMP-005069,2026-03-16T05:43:38+00:00,ENT-001339,ENT-002731,1419.55,UPI,NORMAL
TX-0000178,CMP-008977,2026-01-21T08:52:14+00:00,ENT-008066,ENT-005435,4783.22,NEFT,SUSPICIOUS
TX-0000179,CMP-003280,2026-06-09T00:22:51+00:00,ENT-005496,ENT-008565,12948.68,NEFT,SUSPICIOUS
TX-0000180,CMP-008997,2026-03-04T22:44:10+00:00,ENT-004429,ENT-011580,1684.73,AEPS,NORMAL
TX-0000181,CMP-008618,2026-05-30T23:19:10+00:00,ENT-011951,ENT-005335,543.44,AEPS,SUSPICIOUS
TX-0000182,CMP-008062,2026-01-31T18:49:27+00:00,ENT-005828,ENT-000249,18123.12,CARD,NORMAL
TX-0000183,CMP-005130,2026-02-27T19:45:41+00:00,ENT-002043,ENT-005999,5948.98,CARD,SUSPICIOUS
TX-0000184,CMP-007815,2026-01-28T23:14:00+00:00,ENT-006008,ENT-010167,2337.34,IMPS,NORMAL
TX-0000185,CMP-003094,2026-06-19T21:11:16+00:00,ENT-001462,ENT-009291,1979.67,NEFT,NORMAL
TX-0000186,CMP-005434,2026-03-04T23:17:27+00:00,ENT-008734,ENT-004409,9030.97,UPI,SUSPICIOUS
TX-0000187,CMP-001217,2026-01-19T23:56:02+00:00,ENT-011593,ENT-005800,14780.49,UPI,NORMAL
TX-0000188,CMP-000912,2026-05-26T09:14:26+00:00,ENT-010991,ENT-005505,15029.21,UPI,NORMAL
TX-0000189,CMP-003250,2026-04-03T13:13:24+00:00,ENT-010272,ENT-004879,2384.89,IMPS,NORMAL
TX-0000190,CMP-005661,2026-03-10T03:33:17+00:00,ENT-000962,ENT-000007,19868.42,UPI,NORMAL
TX-0000191,CMP-006120,2026-01-10T15:29:48+00:00,ENT-001417,ENT-004943,3092.42,IMPS,NORMAL
TX-0000192,CMP-002155,2026-02-20T11:53:06+00:00,ENT-011927,ENT-006911,7824.81,CASH,NORMAL
TX-0000193,CMP-006920,2026-05-09T12:43:01+00:00,ENT-000085,ENT-006715,3845.06,UPI,NORMAL
TX-0000194,CMP-002925,2026-06-14T12:46:48+00:00,ENT-010859,ENT-009581,3056.44,NEFT,NORMAL
TX-0000195,CMP-004106,2026-05-03T01:49:27+00:00,ENT-001630,ENT-010584,5174.79,NEFT,SUSPICIOUS
TX-0000196,CMP-008092,2026-01-21T05:18:58+00:00,ENT-001555,ENT-004428,21174.74,UPI,SUSPICIOUS
TX-0000197,CMP-002361,2026-06-22T12:43:41+00:00,ENT-008161,ENT-008063,7472.95,AEPS,NORMAL
TX-0000198,CMP-002495,2026-01-15T19:06:36+00:00,ENT-010790,ENT-006142,4438.98,UPI,NORMAL
TX-0000199,CMP-005886,2026-02-22T03:00:37+00:00,ENT-004634,ENT-003430,11750.85,UPI,NORMAL
TX-0000200,CMP-006658,2026-02-21T07:57:42+00:00,ENT-004979,ENT-009227,1764.9,NEFT,NORMAL
TX-0000201,CMP-005452,2026-06-15T22:35:44+00:00,ENT-010602,ENT-007051,27326.32,UPI,NORMAL
TX-0000202,CMP-004885,2026-04-26T23:57:10+00:00,ENT-011397,ENT-001904,6195.27,UPI,SUSPICIOUS
TX-0000203,CMP-005025,2026-01-18T08:53:10+00:00,ENT-011273,ENT-005728,30152.24,UPI,NORMAL
TX-0000204,CMP-005869,2026-01-28T08:34:42+00:00,ENT-002235,ENT-004726,2718.71,AEPS,NORMAL
TX-0000205,CMP-007062,2026-02-01T00:03:54+00:00,ENT-002209,ENT-006933,7736.88,IMPS,SUSPICIOUS
TX-0000206,CMP-003665,2026-04-17T01:23:24+00:00,ENT-008389,ENT-009992,3509.72,CASH,NORMAL
TX-0000207,CMP-005158,2026-06-16T02:57:55+00:00,ENT-009318,ENT-009500,4376.47,UPI,NORMAL
TX-0000208,CMP-003178,2026-02-01T19:24:16+00:00,ENT-007186,ENT-008121,18152.9,CASH,SUSPICIOUS
TX-0000209,CMP-000858,2026-02-12T21:32:43+00:00,ENT-007020,ENT-005788,7477.96,AEPS,SUSPICIOUS
TX-0000210,CMP-003361,2026-01-18T12:09:59+00:00,ENT-007769,ENT-010073,3090.04,IMPS,NORMAL
TX-0000211,CMP-005661,2026-03-12T17:33:17+00:00,ENT-008346,ENT-002023,914.07,CARD,NORMAL
TX-0000212,CMP-007907,2026-01-15T17:44:26+00:00,ENT-008979,ENT-006270,11249.91,CARD,SUSPICIOUS
TX-0000213,CMP-003298,2026-05-19T13:20:01+00:00,ENT-011748,ENT-011291,52171.56,UPI,SUSPICIOUS
TX-0000214,CMP-002357,2026-05-25T10:01:23+00:00,ENT-002041,ENT-005706,62867.48,AEPS,NORMAL
TX-0000215,CMP-003550,2026-06-11T08:10:43+00:00,ENT-001814,ENT-008538,12062.87,IMPS,NORMAL
TX-0000216,CMP-004146,2026-02-04T06:17:39+00:00,ENT-006270,ENT-002566,17840.19,CASH,NORMAL
TX-0000217,CMP-001504,2026-02-21T06:14:52+00:00,ENT-001561,ENT-002325,8645.65,NEFT,SUSPICIOUS
TX-0000218,CMP-001831,2026-02-18T08:13:25+00:00,ENT-007789,ENT-010299,12917.88,UPI,SUSPICIOUS
TX-0000219,CMP-003159,2026-03-25T12:09:50+00:00,ENT-008553,ENT-009197,1548.41,IMPS,NORMAL
TX-0000220,CMP-000530,2026-05-08T11:16:59+00:00,ENT-004164,ENT-006890,7392.61,CASH,SUSPICIOUS
TX-0000221,CMP-006330,2026-06-23T03:43:57+00:00,ENT-010681,ENT-007718,594.22,UPI,NORMAL
TX-0000222,CMP-007850,2026-05-10T04:50:01+00:00,ENT-007371,ENT-010588,19464.0,IMPS,SUSPICIOUS
TX-0000223,CMP-002305,2026-06-11T12:53:27+00:00,ENT-008851,ENT-008635,19391.17,AEPS,SUSPICIOUS
TX-0000224,CMP-005677,2026-06-17T11:01:51+00:00,ENT-006278,ENT-009091,6170.85,IMPS,SUSPICIOUS
TX-0000225,CMP-006164,2026-06-22T07:15:18+00:00,ENT-010522,ENT-004552,5475.81,IMPS,NORMAL
